;Исполнитель;Группа тем;Текст инцидента;Тема;num_ner
18064;Министерство здравоохранения;Здравоохранение/Медицина;'Здравствуйте. Проживаю во Фролах.<br>1. При обращении к терапевту 21.11.2022 с острой и не проходящей болью в ШОП, меня записывают к неврологу в Лобаново только на 05.12.2022!!! При этом у меня на руках МРТ, где в заключении указаны 4 грыжи, требующие срочного лечения!!!<br>2. На приеме терапевт говорит что нужно пройти курс капельниц. Но ставить их негде! Ни в Фролах, ни в Лобаново мне их поставить не могут.<br>Точно такая же ситуация была со мной в 2018 году, когда длительное время не мог получить нормального лечения при наличии грыжи в поясничном отделе позвоночника. Данная ситуация привела к операции по удалению грыжи, т.к. должного и своевременного лечения оказано не было!;★ Оказание медицинской помощи не в полном объеме/отказ в оказании медицинской помощи;5
18068;ИГЖН ПК;ЖКХ;'[id572599376|Виталий], Здравствуйте Дмитрий Николаевич! Беспокоят Березники.. Наша УК Новинки начиная с 2009 года не законно захватили и эксплуатируют всю площадь нашего подвального помещения по 30 лет победы 45 не законно! Аренду заключили в одностороннем порядке... Не платят!!! На наши жалобы в прокуратуру.. Прокуратура пишет отписки в их пользу т.к в лице директора этой УК депутат нашей думы . рука руку моет.. Предлагаю за 800 кв. за эти года насчитать им арендную плату по 200 000 в мес и отправить. В помощь. Нашей армии. Думаю так будет справедливо!!! Нам платить не хотят хотят все на халяву.. Карманы себе набивать.. В пользу Армии!!!!!!!;Жалобы на управляющие компании;5
18091;Александровский муниципальный округ Пермского края;Безопасность;'Уважаемая Администрация АМО и представители Администрации в п. Всеволодо-Вильва от куда появляется у нас в посёлке такое количество бездомных собак сегодня возле дома по улице Габова 64 было насчитано 14 собак, некоторые из них достигают в холке размером с первокласника как отправлять детей в школу? Вы благоустраиваите детские площадки, новогодние городки для детей, а дети просто не могут туда попасть из за такого количества собак которые там бегают.<br>Видео от Дениса Окатьева;Отлов безнадзорных собак и кошек;5
18097;Александровский муниципальный округ Пермского края;Общественный транспорт;'[club183771914|Александровск Официально], [club201789187|ЦУР Пермского края] , [id582714543|Дмитрий] здравствуйте! Какой статус решения вопроса об установке ОП в районе ул.Кирова и Калинина на сегодняшний день?;Отсутствие остановочных пунктов;5
18108;Министерство здравоохранения;Здравоохранение/Медицина;"'Здравствуйте! У сына осложнение на почки после ковида,до последнего не шёл в поликлинику,т.к. очень хочет идти в армию. Даже вырвал из мед.карты документы о проблемах с позвоночником. В результате мне уже позвонили с его работы,сказали,что ему вызывали скорую помощь. Кое-как заставила его пойти к врачу,записала на приём,чтобы быстрее приняли,не к участковому,а к которому была ближайшая запись,поскольку врач скорой сказал,что нужно срочно обследоваться. Пришел по записи к Курочкиной,которая его сначала как школьника отчитала,что не к участковому пришёл,потом сказала,что он придумывает себе болезни. Когда узнала,что ему 18,сказала: а,понятно,почему пришёл. А когда выяснила,что он работает неофициально, дала оценку и этому обстоятельству. Ребенок учится на юрфаке заочно и работает,чтобы самому оплачивать свое образование. С каких пор врачи должны оценивать жизненную ситуацию пациента,вместо того,чтобы оказывать помощь. Тем более,не выяснив,что в его мед карте указано о наличии давних проблем со здоровьем и человек пришёл не за тем,что бы ""откосить"" от армии,а за помощью. Естественно,что про обморок на работе он не стал говорить,просто во избежание новых комментариев. Прошу провести проверку в отношении профпригодности терапевта Курочкиной и применить меры дисциплинарного взыскания. Отмечаю,что если моему сыну не будет назначено надлежащее лечение,я намерена разрешить вопрос в судебном порядке с участием Прокуратуры Кировского района г.Перми.";Хамство медицинских работников;5
18155;Город Пермь;Общественный транспорт;"'Про городские автобусы других районов не могу сказать, не отслеживала. Единственное могу сказать про 53 маршрут. Муж только сегодня сказал, что у него чувство, что с маршрута убрали большую часть автобусов. Скорее всего эти автобусы так же ""прячутся"" или "" прятались"" по углам. С конечной Центральный рынок автобусы в час пик ходят гораздо реже. Народу от этого не уменьшалось, а в немногочисленных автобусах наоборот стало больше во много раз, чем раньше. Потому что въезд на Гайву со стороны города по правому берегу тоже всегда с пробкой, сейчас она стала нестабильной, то большой, то маленькой. Люди уже наверное привыкли, эмоции притупились, пришла безысходность, и перестали уже жаловаться близким. Знаю, что муж выходил с автобуса аж у Лесозавода и дорогами, тропами, лугами пробирался к Гайве через станцию Кабельную. Утром так же, ходил на остановку так же на Лесозавод и там садился в сильно набитый автобус.";Изменить или отменить маршрут;6
18205;Министерство здравоохранения;Здравоохранение/Медицина;'Почему убрали зубной кабинет в Орле? Такой большой поселок оставили без врача? Вернее врач есть, но кабинета нет. Вчера записывались в поликлинике в Усолье, а сегодня приехала женщина из Усолья и опечатала кабинет.Сколько я себя помню, всегда был зубной в поселке, а сейчас не стало, передо мной и за мной сегодня очередь была, а как же люди должны лечить зубы? Просим оставить врача в Орле, ведь на дорогу надо уйму денег и талончик брать в поликлинике, а если не достанется?<br>[id554197244|Лена Мельникова];Нехватка или сокращение врачей и медицинских учреждений;5
18237;Лысьвенский городской округ;Благоустройство;'Темнота-друг человека! Но не для пенсионеров, а это наверное 60 процентов жителей села Новорождественское. Здравствуйте! Пишет вам бывшая жительница этого села. Решила на неделе съездить в гости к маме. Но ужас! Вечером по всем улицам горит один единственный фонарь. Ни чего не изменилось))) У меня и у других вопрос. Почему в соседних деревнях Шавка, В-Култым, Канабеки нет проблем с освещением и фонари горят некоторые круглосуточно, а вот в Новорождественске с этим беда🤔;★ Неисправные фонари освещения;5
18267;ИГЖН ПК;ЖКХ;"'Управляющая компания ООО «Набережная — Точка.Дом» она же ООО «Набережная» директор Суставов Михаил Александрович. Пускали тепло, дверь в подвал забыли закрыть, решил посмотреть что там. Теперь понятно откуда дома куча комаров.<br>Березники, Управляющая компания ООО ""Набережная"", 17.09.2022. Течёт канализация, комары.";★ Затопление подъездов, подвальных помещений;6
18283;АО ПРО ТКО;Мусор/Свалки/ТКО;'Добрый день ,я являюсь председателем СНТ Кировский район ,там за долго до организации Теплонерго ,мусор вывозили ,заключив договор с Юкомом ,теперь заключили договор как положено ,платим по счетам ,но оператор объявил ,что со следующего года к нам машина ездить не будет ,т к нет контейнерной площадки зарегистрированной в реестре ,на территории СНТ места для установки нет ,за пределами ,лес ,,;★ Отсутствие контейнерной площадки/Проезд к контейнерной площадке;5
18369;Министерство социального развития ПК;Социальное обслуживание и защита;'[club158336361|Министерство социального развития Пермского края], хочу написать Вам,телефон,который Вы мне дали по соцвыплатам: 88003028389 временно не зарегистрирован..Телефон 129,который в скобках указан: 88001008305 мне ничем не помог,ну как и в январе 2021года,когда я обращалась в трудной жизненной ситуации..Абсолютно с прохладным и равнодушным голосом говорит женщина..Я спрашиваю: идет запись разговора..ответ: понятия не имею..Вообще одно безразличие!!! Сайты Ваши не работают,сотрудник мог и через пять дней только ответить..Вы ответили,что обращений много,значит работа территор.отделов вообще не ведётся.. Ни одного положительного отзыва сколько читаю комментарии я не встретила..То,что я Вам писала,Вы даже суть не понимали..Я сейчас перечитала: все ясно..все понятно..Ответили мне сегодня,что выплата была 8апреля!!! А завтра 1июля!!! Прошло 3 месяца,мне кто платить то будет!!! Ни работы,ни помощи,а я всем рассказывала о своей ситуации,что еще надо штраф заплатить,потом обжаловать..И на 10июня осталась с суммой в 5500тыс.рублей..Это как выживать,когда еще и работы нет..Вот Вы какую адресную помощь оказываете!!! Завтра позвоню на тел.273.73.01.пусть понимают,что за помощью и разъяснениями пришлось обращаться в Админ.Президента!!! И еще мне пишут,что с вами на связи соцучастковый..Вы предыдущие то мои комментарии читали??? Судя по всему нет..Если даже вопрос задала,почему со мной никто не связался,Вы это и не учли!!! А я вопрос задавала 28июня!!! А сейчас 30июня!!!.Один негатив только остается от бездействия,халатности и не соответствующих ответов! Реально только позор такой работе,где еще пишут о том,что не они для меня сделали!!! Мне все говорят и пишут,мы вам жилье сделали!! Не надо на себя ярлыки приклеивать!!! Это я писала М.Г.Решетникову в Москву,от перенаправил мое обращение в Пермь..и сейчас,то,что я еще живу в маневренном.фонде,это опять моя заслуга,потому что в конце года писала также в Адм.Президента..Где Вы то были,снова повторюсь???? И допустить,что я снова написала это Ваши упущения!!! Я говорила,что понадобиться,буду писать..Всем было безразлично..Вот и буду ждать помощь помимо края,только плюсом это Вам не делается!!!;Задержка выплат гражданам;7
18396;АО ПРО ТКО;Мусор/Свалки/ТКО;"'Садоводство за прудом на свои членские взносы установили 3 контейнерные площадки под мусор. Отдел ЖКХ администрации округа выдал три контейнера. График вывоза мусора ввели в реестр "" теплоэнерго"" ,перевозчик УК комфорт. Сейчас мусор переполнил площадки и частично лежит на дороге,по которой ходит рейсовый автобус. В садоводстве 700 земельных участков,но садовые домики не зарегистрированы,в них никто не проживает. Все садоводы прописаны и проживают в многоквартирных домах и они платят по квитанциям за ТБО. Решением общего собрания садоводов 25 июня2022 года протокол 1 постановили провести субботник на берегу пруда и в зелёной зоне. Кто вывезет мусор? Нам нужны ещё 5 контейнеров. Что думает комитет по экологии? Какие решения вынесет теплоэнерго г пермь? Где помощь отдела ЖКХ администрации округа? По закону ,если площадки внесли в реестр ,то вывозить должна УК по утверждённому графику. Оплата 80 рублей в месяц, за период 5 месяцев оплата 400 рублей. Тогда будет порядок во всех садоводствах и в зелёной зоне округа. Председатель сада за прудом Голубцова Людмила.";★ Уборка/Вывоз мусора;5
18401;Город Пермь;Благоустройство;'Мы ходим поздравить своих родителей на кладбище, воевали отец и мать на Ленинградском фронте. На Запрудском кладбище похоронено много ветеранов ВОВ и афганцы, домой пришли все расстроены. 2 года просим убрать свалку со стороны Висима, старые деревья не убирают и они падают прямо на могилы, о чем думает администрация Перми и администрация Мотовилихи, читала в интернете речь МЭРа, как он горячо говорил, клялся, а что на деле , похоронили и забыли, господин Демкин пожалуйста дайте распоряжение, чтобы привели кладбище в порядок, если нет денег собирите с родственников, им с деревьями не справиться .;Уборка территорий;7
18418;Министерство здравоохранения;Здравоохранение/Медицина;'Здравствуйте!Прошу помочь, так, как вы всегда откликаетесь на просьбы граждан!Моя жена и дочка 6 месяцев лежат в больнице ГБУЗ ПК ГДП номер 3, адрес: г.Пермь, ул. Бушмакина, 19 в инфекционном отделении, палата 317 в больницу поступили 30.04.2022г и на сегодняшний день диагноз, так и не определён и нет готовности анализов, которые могут определить диагноз, так как майские праздники врачи заходят на осмотр только утром и не отвечают на вопросы по поводу ребёнка. У моей дочки вышла сыпь, поднимается температура, болит животик из за инфекции, очень мало кушает и ребёнок находится без сил!Прошу вас принять меры и помочь ребёнку!<br>Козлова Анастасия Владимировна 22.10.2021г. мама Козлова Мария Алексеевна!;Ошибки врачей, халатность;6
18425;Город Пермь;Дороги;'Так три колеи на Осипенко от Пионерской до Компроса, сама Пионерская такая же, ул.Седова снег на обочине в метр шириной. Парковки не чищены от слова Совсем. Ответственных за этот бардак - мордами в сугробы, иначе не поймут;★ Нарушение правил очистки дорог от снега и наледи/Обращения о необходимости очистить тротуар от снега и наледи;5
18446;Город Пермь;Дороги;'[club57433185|Пермь Первая], о дороге, которая напрямую шла бы на Гайву из соснового бора с дороги Дружбы через луга поверх ж/д ветки, ведущей на завод Камкабель, и выходила бы на улицу Толбухина или Вильямса. Она была на генплане города. Говорили, что это для нее оставлено место между домами Кабельщиков, 10 и Кабельщиков, 17.;Ремонт дороги;5
18455;Бардымский муниципальный округ Пермского края;Дороги;'Добрый вечер! Тогда необходимо внести изменения в план развития транспортной инфраструктуры Бардымского района, сделать заявку в региональный Минтранс на асфальтирование дороги до села Сараши и защитить финансирование объекта на ближайшие 2023-2025 года.Дорога в ужасном состоянии и требует срочного капитального ремонта. По причине плохого состояния дороги и недостаточного финансирования АТП до с.Сараши не осуществляется автобусное сообщение, что нарушает права жителей с.Сараши, гарантированные федеральными законами и Конституцией РФ. Инициативная группа жителей с.Сараши предлагает Вам серьезно озаботиться вышеозвученной проблемой, которая долгие годы не решается.;Ремонт дороги;6
18651;АО ПРО ТКО;Мусор/Свалки/ТКО;'Старый собственник Соларева Анжелика Юрьевна, Новый собственник Кирсанова Нина Михайловна, адрес г Добрянка, рп Полазна, ул. Красногвардейская д 54;Плата за вывоз ТКО;5
18737;Бардымский муниципальный округ Пермского края;Дороги;'[club143106820|Пермский край], интересно, это со снегом в Барде и Бардымском районе и, а какова ситуация в Ордынском районе и Орде? Кунгуре? Кудымкаре? И,дальше по ряду...;★ Нарушение правил очистки дорог от снега и наледи/Обращения о необходимости очистить тротуар от снега и наледи;7
18739;Министерство здравоохранения;Здравоохранение/Медицина;'[club171875648|Министерство здравоохранения Пермского края], добрый день. Появилась информация что в Верхнечусовских городках кабинет Флюорографии не будет работать до 5 февраля.<br>Почему так произошло? Неужели людям чтоб сделать флюрографию необходимо будет ехать в Чусовой или Пермь за 60 км?<br>Вы сможете подтвердить данную информацию?<br>Неужели в таких случаях Министерство здравоохранения ничего не может сделать?;★ Оказание медицинской помощи не в полном объеме/отказ в оказании медицинской помощи;7
18797;ИГЖН ПК;ЖКХ;'Добрый день. Моя бабушка (Вершинина Галина Ильинична) проживает в п. Карьер-Известняк, ул. Гоголя, д. 10. В конце февраля снег со льдом упал с крыши разбил 2 стекла балкона моих бабушки и дедушки. Произошло это по причине того, что своевременно не очищалась крыша. Лед со снегом свисали с крыши. Бабушка неоднократно звонила в УК с этой проблемой, но снег не счищали. В итоге сотрудники прибывшие на чистку снега неграмотно произвели работу, в результате которой, были сломаны 2 стекла балкона (фото имеются). Согласно п.10 Правил содержания имущества в многоквартирном доме, говорится что общее имущество должно содержаться в состоянии, обеспечивающим соблюдение характеристики надежности и безопасности многоквартирного дома, безопасность для жизни и здоровья граждан, сохранность имущества физических лиц и тд. Поэтому при повреждении козырьков балконов, остекления управляющая компания так же за свой счет обязана отремонтировать балкон. На основании этой информации, просим возместить расходы на ремонт балкона мои бабушки и дедушки. От УК нет никаких ответов, отвечать за этой никто не хочет. Лишь однажды приходила мастер сфотографировала и ушла, далее ничего не последовало. Просим принять наше заявление и возместить расходы. Контактный телефон бабушки 89129806772 - Галина;Жалобы на управляющие компании;5
18814;Министерство здравоохранения;Здравоохранение/Медицина;'Добрый вечер, меня зовут Лукина Ирина Павловна, я проживаю в городе Кудымкар,, и сегодня 01.07. 2022 г я была вынуждена обратиться на приём к ЛОР доктору Ирине Алексеевна. Приём начался 11.30. Мы с ребенком сыном Лукином Иваном Сергеевисечюм 06. 09.2020 года рождения. Заняли живую очередь к ЛОР доктору, но нам в приёме было отказано, т. к доктор принимает по направлениям, а записи нет на месяц. Мой сын очень храпит, тяжело дышит, и доктор отказался посмотреть, сказал что храп это не показатель для приёма без направления по живой очереди. У меня вопрос к Министерство Здравоохранения Пермского края, как мне быть? Может ребёнок в носик что то засунул, или ещё что?;Технические проблемы с записью на прием к врачу;10
18845;Министерство здравоохранения;Здравоохранение/Медицина;'Доброго Всем дня,у Нас возникла такая ситуация.Находясь в отпуске в г.Кунгур,пришлось обратится к кожному врачу,так как у жены появилась небольшая сыпь,может загар или еще что то,решили не рисковать так как маленький ребенок лучше перестраховаться.Но лучше было и не обращаться,столкнулись с таким хамством что просто и не опишешь.29.07.2022г приехали к 8.00.к врачу,очереди не было,жена зашла к ней в кабинет,а дальше сидя в коридоре я сам услышал как выражается врач,самое скромное это че приперлись без записи,ходят тут по 30 человек типа клянчат примите,жена вышла со слезами хотя она у меня стрессоустойчивая,так как работает с людьми,да и мне все это напомнило ОЧЕРЕДИ ЗА СПИРТНЫМ ПО ТАЛОНАМ В КОНЦЕ 80 Х ГОДОВ.Все описывать не хочу,хочется узнать кто то еще сталкивался с этой врачом если так можно назвать.Сейчас хотим подать официальный запрос в Краевой минздрав,паралельно в Федеральный,да и глав врачу г.Кунгур наверно будут вопросы по поведению подчиненных.Так себя вести явно человек потерял всякий страх и мы наверно не первые и не последние.;Хамство медицинских работников;5
18881;Министерство здравоохранения;Здравоохранение/Медицина;'Добрый день! Помогите, пожалуйста, решить проблему. Мою мать (Мялицыну Екатерину Демьяновну 23.07.58 г.р. ) увезли на скорой в МСЧ № 11 С.Н. Гринберга, по адресу. Г. Пермь. Ул. Ардатовская 40. Отделение «Урологии» ​ Дали номер Урологии 283-17-31, сказали звонить на этот номер до 16.00. С понедельника по четверг я звоню каждые 5-10 минут. Трубки никто не берет. Приехала в регистратуру сказали передадут, чтобы кто-нибудь спустился. Но никто не вышел, передали через мою маму: «Чтобы я не ждала - никто не спустится». Еще узнается, что номер этот не работает полгода, стала звонить на номер заведующего отделения 2831727, та же ситуация. Внятного ответа от матери по диагнозу получить не могу. Узнать диагноз, дальнейшее лечение я не могу. С уважением, Марина Валерьевна, тел. 89125940139.;★ Оказание медицинской помощи не в полном объеме/отказ в оказании медицинской помощи;6
18909;Министерство социального развития ПК;Социальное обслуживание и защита;'А если мать одиночка это помощь действует или нет ?<br>> ['В Пермском крае полным ходом идет выдача свидетельств на улучшение жилищных условий по программе «Молодая семья». В этом году таким семьям уже вручено 267 сертификатов в рамках федеральной программы в размере от 30 до 35% от стоимости жилья и 674 сертификата - по региональной программе в размере 10% от стоимости жилья. \n\nТак, в этом году сертификат по региональной программе получила семья Сурковых из Лысьвы.\n\n- Когда у нас с мужем родился второй ребенок, стало понятно, что нам предстоит переезд, - делится Дарья Суркова. - Двухкомнатная квартира стала слишком маленькой. А теперь мы ждем третьего ребенка, вопрос о расширении жилья встал особенно остро. И тут нам помогли - сотрудники социальной службы, рассказали нам об этой программе, и о том, что сертификат можно получить безо всякой очереди. У нас не возникло ни малейших сомнений, чтобы воспользоваться такой возможностью. На средства от сертификата мы приобрели квартиру, о которой мечтали, а деньги использовали на погашение ипотеки. \xa0\xa0\xa0\xa0\n\nА вы принимали участие в программе «Молодая семья»? Поделитесь своими историями в комментариях под этим постом ⤵️'];Матери-одиночки, подростки;6
18937;Министерство здравоохранения;Здравоохранение/Медицина;'Расскажу вам о действительности наших ведомств. Первая ,это МВД России по Пермскому краю. Ограбили мою дачу воры ,унесли все ценное ,инструмент и другие вещи . Дело было осенью , приехали сотрудники , всё зафиксировали ,уехали . Было возбуждено уголовное дело. Ну думаю сейчас найдут. Приходит письмо написано что уголовное дело приостановлено. Формулировка отсутствие обвиняемого и нет возможности установить. Вот так работают органы.<br>Вторая контора это Минздрав по Пермскому краю. Заболели 31 января всей семьёй. Вызвали скорую приехала взяла мазок,сказала ждите врача. Смс уведомили что у нас у всех ковид. Темп 39. Как лечиться? Обзвонили знакомых у всех разные лекарство прописаны. Сегодня 4 февраля врача нет и мы занимаемся самолечением. Улучшений нет. Госпожа Крутень вам привет от моей семьи.;★ Оказание медицинской помощи не в полном объеме/отказ в оказании медицинской помощи;6
18941;Министерство здравоохранения;Здравоохранение/Медицина;'Я проживаю Пермский край. Лысьвенском районе. Посёлок Обманка - 2 .40 лет- Победы 1-1. Фролова Светлана Николаевна 03.02.1975г. На 2 группе, выведа кистома ещё и грыжа на кистоме. На приём едим в г. Лысьва ул. Победы 114. К врачу онкологу Перфиловой Олеге Борисовна. В январе мне на приём и нет записи, заходила через госуслуги нет. Ходила к фелшар поселковаму, она звонила прямо при мне тоже нет записи. После операции прошло 6 месяцев надо сделать узи тоже нет записи.;Технические проблемы с записью на прием к врачу;6
18944;Министерство здравоохранения;Здравоохранение/Медицина;"'Здравствуйте. Прошу принять меры так как дозвониться до главного врача Кукуштанской участковой больницы невозможно.."""" 18.02. 2022 дочь пришла в больницу к педиатру Нефедьевой Татьяне Викторовне с горлом и насморком, та посмотрела прописку и задала вопрос почему вызвали неотложку п Кукуштан ул Набережная 10, а прописка п Сухобизярка ул Первомайская 12 кв 1 это что получается нам чтобы вызвать скорую надо приехать туда где прописаны?? Ребёнок ей сказал, что это не её дело куда нам вызывать скорую на это педиатр начала угрожать службой опеки. Устроила допрос,несла какой-то бред, что поданному адресу проживаете 18 летний мальчик,, мы должны отчитываться кто нам родственники каждому постороннему человеку???? позже Нефедьева позвонила в службу опеки, но никто не приехал с проверкой так как ребёну осенью будет 18 и учится не в школе, а лицее... 22.02.2022 был назначит повторный приём у Нефедьевой теперь она начала доводить ребёнка тем, что абулаторная карта должна быть с собой та которую заводят при рождении, а не та которую заводят в школе или временная..прошу принять соответственые меры если её не устраивает занимаемая должность пусть сидит дома";Хамство медицинских работников;5
19070;Министерство здравоохранения;Здравоохранение/Медицина;'Пермь г, +79223258802. Очень сложно записаться на приём к детскому травматологу-ортопеду Филимоновой Светлане Александровне ГДП номер4 : запись только в регистратуре, запись открывается только в пн, вт и чт, по телефону записаться вообще нереально, расписание открывается утром в 7.30 - записывают только двух -трех человек, п.ч.из др.поликлиник города записывает сама врач на приеме и существует еще общая очередь в пятьсот человек! Филимонова СА очень грамотный специалист-детский ортопед! Родители стараются записать детей именно к ней! В Перми НЕ хватает таких профессионалов детских ортопедов!;Технические проблемы с записью на прием к врачу;5
19075;Министерство здравоохранения;Здравоохранение/Медицина;"'В Соликамске за последние 20лет вдвое сократилось количество больниц и медиков. Два больших комплекса (стационар + поликлиника) - ЦРБ и завода ""Урал"" снесены. В 100тысячном городе даже окулиста теперь нет! А был глазной стационар на 10 коек. А жителям Чердыни и Красновишерска вообще за 100км приходится ездить в Соликамск в больницу. Но это же ""мелочи"" по сравнению с фасадами Компроса!";Нехватка или сокращение врачей и медицинских учреждений;7
19128;Город Пермь;Общественный транспорт;'Полностью поддерживаю! На тот же Садовый раньше 18 ездил, теперь до Дружбы. Хотя бы до Кита сделали. От Лумумбы до Восстания только 38 автобус, он ходит редко. Только с пересадками.;Изменить или отменить маршрут;5
19178;ИГЖН ПК;ЖКХ;"'Максим!<br>Я живу на Белинского, 31<br>После того, как ушла УК с нашего дома могу сказать, что<br>1. В нашем подъезде, не знаю, как в других теперь консьержа нет;<br>2. Уборку в подъезде я не наблюдаю.<br>Раньше мылись лифты, весь первый этаж, входная группа ежедневно, а Этажи несколько раз в неделю, а полы у лифтов несколько раз в день, теперь этого нет.<br>3. Дворников тоже не наблюдаю, как раньше, стало грязнее.<br>4. Вызывала Слесаря, чтобы отрегулировать батареи - не пришёл, сказали, что много заявок, не до нас(<br>Пришёл человек из правления, как я поняла, не слесарь, отрегулировал одну батарею, и на том спасибо.<br>Раньше Слесаря приходили сразу, в день заявки.<br>4. Члены правления ТСЖ разговаривают неуважительно, если не сказать хуже с собственниками дома…<br>5. Я думала, что я одна недовольная, оказывается нет, очень много недовольных, просто люди не хотят идти на конфликт.";Ненадлежащая уборка подъездов и лифтов;6
